Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,S
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-02 04:00:58,"3.1054067, 101.6056667",183 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-02 04:01:58,"3.1037133, 101.6070683",76 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-02 04:02:18,"3.1020567, 101.606095",129 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-02 04:03:43,"3.0990917, 101.6039983",181 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-02 04:04:18,"3.097005, 101.6049617",24 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-02 04:04:28,"3.0965783, 101.605535",7 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-02 04:04:38,"3.096225, 101.6059483",41 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-02 04:05:43,"3.0982233, 101.607095",85 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 04:06:33,"3.102265, 101.6081067",157 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 04:07:08,"3.1016, 101.61163",189 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-02 04:09:08,"3.1030767, 101.616665",170 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-02 04:09:58,"3.1077017, 101.61624",106 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 04:10:23,"3.1096783, 101.616765",36 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:52:17,"3.110921, 101.6123406",52 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 03:53:28,"3.109045, 101.6114",164 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 04:07:28,"3.1015967, 101.6133367",97 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 04:10:33,"3.1101233, 101.6161267",139 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:44:26,"3.1112994, 101.6119999",107 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 03:45:44,"3.1092833, 101.6114917",181 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 03:47:04,"3.101805, 101.615055",193 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 03:47:59,"3.1015067, 101.6109267",175 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 04:24:24,"3.1098633, 101.6174667",105 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:44:26,"3.1112994, 101.6119999",107 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 03:45:44,"3.1092833, 101.6114917",192 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-02 03:46:19,"3.10578, 101.61097",85 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 03:46:59,"3.1023683, 101.6150583",133 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-02 03:48:04,"3.1009667, 101.6109417",158 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-02 03:48:34,"3.0974083, 101.6109617",65 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-02 03:50:59,"3.092985, 101.6109317",139 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-02 03:51:44,"3.0893333, 101.6128717",164 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-02 03:52:44,"3.0893517, 101.614965",83 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-02 03:53:19,"3.0924567, 101.6151317",183 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-02 03:54:09,"3.0949783, 101.61723",52 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-02 04:01:39,"3.09463, 101.6274067",190 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-02 04:02:09,"3.0957938, 101.6289336",192 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 04:03:19,"3.09714, 101.6322183",154 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 04:03:44,"3.1000467, 101.63232",74 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 04:04:14,"3.1013867, 101.6310933",50 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 04:04:54,"3.1023017, 101.6294183",128 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 04:05:29,"3.1038733, 101.6265133",88 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 04:05:49,"3.1057317, 101.62594",132 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 04:06:54,"3.1087717, 101.6245817",186 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 04:10:34,"3.11108, 101.6223983",163 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 04:12:24,"3.1127433, 101.620255",134 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 04:15:09,"3.1151883, 101.6217683",8 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-02 04:17:19,"3.1164033, 101.6226783",92 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-02 04:19:19,"3.118025, 101.624195",112 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-02 04:19:39,"3.1199783, 101.6228417",139 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 04:21:09,"3.118065, 101.61969",161 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 04:23:59,"3.11239, 101.61946",174 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 04:26:24,"3.1098317, 101.61649",189 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:29:08,"3.1109383, 101.6122358",63 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 03:29:58,"3.1089383, 101.61142",142 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-02 03:31:43,"3.1074267, 101.606895",73 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-02 03:32:33,"3.1094467, 101.604825",126 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-02 03:33:03,"3.10949, 101.6006483",128 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-02 03:33:23,"3.1094983, 101.597335",164 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-02 03:35:18,"3.1015317, 101.5987717",138 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-02 03:36:08,"3.102895, 101.6004617",67 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-02 03:36:13,"3.10337, 101.6004517",25 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-02 03:36:23,"3.1044433, 101.60039",72 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-02 03:37:43,"3.1052883, 101.6060183",142 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-02 03:38:43,"3.10342, 101.60685",36 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-02 03:39:03,"3.1019183, 101.6059533",108 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-02 03:40:08,"3.0989383, 101.603905",168 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-02 03:41:03,"3.0970467, 101.6048517",11 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-02 03:41:13,"3.0967483, 101.6052217",32 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-02 03:41:28,"3.0962, 101.605905",44 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-02 03:43:03,"3.0979417, 101.6071017",117 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 03:43:48,"3.101985, 101.6085617",98 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 03:44:23,"3.1015567, 101.6119833",150 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-02 03:46:13,"3.1029978, 101.6165985",178 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-02 03:47:08,"3.1074133, 101.6162717",137 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 03:47:28,"3.1092617, 101.6170183",89 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:29:08,"3.1109383, 101.6122358",63 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 03:29:58,"3.1089383, 101.61142",154 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 03:44:38,"3.1015767, 101.6129083",145 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 03:47:43,"3.1098467, 101.6165933",199 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:20:39,"3.1112885, 101.612108",97 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 03:22:04,"3.108445, 101.6112833",86 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 03:23:09,"3.1021767, 101.615015",199 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 03:24:14,"3.1010483, 101.61093",185 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 03:58:14,"3.1104833, 101.61786",162 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:20:39,"3.1112885, 101.612108",97 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 03:22:04,"3.108445, 101.6112833",97 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-02 03:22:24,"3.1061683, 101.6107383",127 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 03:23:04,"3.102745, 101.6150133",163 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-02 03:24:14,"3.1010483, 101.61093",167 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-02 03:24:44,"3.09719, 101.610945",41 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-02 03:26:24,"3.0932367, 101.610965",166 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-02 03:27:19,"3.0886717, 101.6129933",130 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-02 03:28:04,"3.0892167, 101.6149067",98 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-02 03:29:14,"3.0924217, 101.6150817",190 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-02 03:30:29,"3.0953383, 101.6174367",18 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-02 03:36:54,"3.0948167, 101.6274033",177 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-02 03:37:19,"3.0959445, 101.6293446",143 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 03:39:04,"3.0976067, 101.6322667",102 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 03:39:24,"3.1001833, 101.6323417",60 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 03:39:49,"3.1013733, 101.63141",85 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 03:40:34,"3.1023683, 101.62945",122 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 03:40:59,"3.1041233, 101.6274917",190 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 03:41:49,"3.105805, 101.6258333",119 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 03:42:34,"3.1087417, 101.6246467",194 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 03:45:59,"3.11111, 101.622295",152 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 03:47:09,"3.1130267, 101.6199233",124 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 03:47:34,"3.1146317, 101.62126",81 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-02 03:48:44,"3.1166817, 101.6229",54 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-02 03:49:39,"3.117915, 101.6242167",125 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-02 03:50:04,"3.1200367, 101.62277",129 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 03:53:34,"3.118145, 101.6195967",174 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 03:57:59,"3.1118867, 101.61904",101 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 04:00:24,"3.1099483, 101.6164233",177 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:15:15,"3.1113062, 101.6121621",94 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 03:16:34,"3.1086183, 101.611305",105 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-02 03:18:49,"3.107405, 101.6079833",180 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-02 03:19:34,"3.109295, 101.6053",180 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-02 03:20:09,"3.1094733, 101.6007033",134 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-02 03:20:29,"3.1094683, 101.5971133",141 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-02 03:22:54,"3.101445, 101.5984133",179 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-02 03:23:59,"3.1018983, 101.60042",44 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-02 03:24:19,"3.1039183, 101.6003917",41 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-02 03:24:24,"3.1044083, 101.6003333",78 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-02 03:26:09,"3.1053533, 101.6057483",173 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-02 03:26:54,"3.1037833, 101.6071467",87 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-02 03:27:19,"3.101885, 101.6059683",106 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-02 03:28:14,"3.0991617, 101.6041267",185 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-02 03:28:44,"3.0971317, 101.6047033",8 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-02 03:29:19,"3.0965467, 101.60554",10 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-02 03:29:39,"3.096295, 101.60587",53 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-02 03:30:39,"3.0979117, 101.6070683",120 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 03:31:59,"3.1019783, 101.6085833",96 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 03:32:29,"3.101585, 101.61219",127 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-02 03:34:39,"3.1028667, 101.616345",192 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-02 03:36:24,"3.107165, 101.61622",165 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 03:37:04,"3.1092833, 101.6169517",83 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:15:15,"3.1113062, 101.6121621",94 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 03:16:34,"3.1086183, 101.611305",116 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 03:32:39,"3.10157, 101.61299",136 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 03:37:19,"3.1100733, 101.6162967",159 meter,4
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 03:42:25,"3.110525, 101.6180383",182 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:44:05,"3.1106517, 101.6140867",149 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 03:38:05,"3.117995, 101.6198267",144 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 03:39:15,"3.1161117, 101.6222567",117 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 03:41:25,"3.114315, 101.621095",70 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 03:42:05,"3.1122767, 101.61951",167 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 03:43:40,"3.1098317, 101.6165183",192 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:44:10,"3.1107383, 101.61355",89 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:03:36,"3.1112989, 101.6119929",108 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 03:04:49,"3.1083967, 101.611255",80 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 03:06:09,"3.1016617, 101.61504",190 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 03:07:09,"3.1014883, 101.61097",180 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 03:42:34,"3.1102133, 101.6177",135 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 03:03:36,"3.1112989, 101.6119929",108 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 03:04:49,"3.1083967, 101.611255",91 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-02 03:05:19,"3.1057183, 101.6110867",71 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 03:05:59,"3.10259, 101.6150683",152 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-02 03:07:19,"3.10057, 101.6110117",114 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-02 03:07:44,"3.0969983, 101.6109767",20 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-02 03:09:09,"3.0929067, 101.61095",130 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-02 03:09:59,"3.089, 101.6129517",141 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-02 03:10:49,"3.0892933, 101.614855",89 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-02 03:11:44,"3.0923983, 101.615105",189 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-02 03:12:49,"3.0944417, 101.6168983",120 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-02 03:20:34,"3.094635, 101.62741",190 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-02 03:20:59,"3.0958417, 101.6289683",187 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 03:23:09,"3.0970667, 101.6322217",162 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 03:23:34,"3.1000517, 101.632285",75 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 03:23:59,"3.1013567, 101.6316217",108 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 03:24:59,"3.1024733, 101.6294533",111 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 03:25:24,"3.104055, 101.6274967",191 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 03:25:54,"3.1056367, 101.6258867",138 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 03:27:09,"3.1087417, 101.6245567",186 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 03:30:09,"3.1111452, 101.6222771",148 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 03:33:29,"3.1128917, 101.6200117",130 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 03:33:59,"3.1149183, 101.6214783",41 meter,26
